[ 2017-01-18T10:57:10+08:00 ] 171.213.15.3 /Home/Crontab/refreshOrder
ERR: 开始执行: =======================================
[ 2017-01-18T11:45:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 开始执行: ===================================================================当前时间:2017-01-18 11:45
订单号:20162810服务时间:2017-01-18 15:00:00服务状态:0status=1is_pay=0deleted=0微信回调时间
执行完毕:2017-01-18 11:45
[ 2017-01-18T11:46:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:46
[ 2017-01-18T11:47:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:47
[ 2017-01-18T11:48:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:48
[ 2017-01-18T11:49:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:49
[ 2017-01-18T11:50:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:50
[ 2017-01-18T11:51:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:51
[ 2017-01-18T11:52:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:52
[ 2017-01-18T11:53:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:53
[ 2017-01-18T11:54:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:54
[ 2017-01-18T11:55:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:55
[ 2017-01-18T11:56:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:56
[ 2017-01-18T11:57:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:57
[ 2017-01-18T11:58:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:58
[ 2017-01-18T11:59:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:59
[ 2017-01-18T12:00:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:00
[ 2017-01-18T12:01:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:01
[ 2017-01-18T12:02:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:02
[ 2017-01-18T12:03:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:03
[ 2017-01-18T12:04:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:04
[ 2017-01-18T12:05:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:05
[ 2017-01-18T12:06:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:06
[ 2017-01-18T12:07:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 开始执行: ===================================================================当前时间:2017-01-18 12:07
订单号:20162813服务时间:2017-01-18 18:00:00服务状态:0status=1is_pay=0deleted=0微信回调时间
执行完毕:2017-01-18 12:07
[ 2017-01-18T12:08:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:08
[ 2017-01-18T12:09:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:09
[ 2017-01-18T12:10:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:10
[ 2017-01-18T12:11:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:11
[ 2017-01-18T12:12:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:12
[ 2017-01-18T12:13:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:13
[ 2017-01-18T12:14:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:14
[ 2017-01-18T12:15:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:15
[ 2017-01-18T12:16:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:16
[ 2017-01-18T12:16:21+08:00 ] 117.174.26.151 /Pay/pay?way=wxpay&oid=20162814&cids=2256
ERR: 201 商户订单号重复

[ 2017-01-18T12:16:37+08:00 ] 117.174.26.151 /Order/orderConfirm/barber_id/60/service_id/166/service_time/2017-01-18%2013:00
ERR: 当前时间:2017-01-18 12:16 删除订单:20162814

[ 2017-01-18T12:17:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:17
[ 2017-01-18T12:18:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:18
[ 2017-01-18T12:19:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:19
[ 2017-01-18T12:20:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:20
[ 2017-01-18T12:21:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:21
[ 2017-01-18T12:22:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:22
[ 2017-01-18T12:23:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:23
[ 2017-01-18T12:24:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:24
[ 2017-01-18T12:25:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:25
[ 2017-01-18T12:26:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:26
[ 2017-01-18T12:27:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:27
[ 2017-01-18T12:28:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:28
[ 2017-01-18T12:29:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:29
[ 2017-01-18T12:30:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:30
[ 2017-01-18T12:31:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:31
[ 2017-01-18T12:32:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:32
[ 2017-01-18T12:33:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:33
[ 2017-01-18T12:34:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:34
[ 2017-01-18T12:35:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:35
[ 2017-01-18T12:36:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:36
[ 2017-01-18T12:37:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:37
[ 2017-01-18T12:38:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:38
[ 2017-01-18T12:39:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:39
[ 2017-01-18T12:40:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:40
[ 2017-01-18T12:41:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:41
[ 2017-01-18T12:42:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:42
[ 2017-01-18T12:43:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:43
[ 2017-01-18T12:44:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:44
[ 2017-01-18T12:45:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:45
[ 2017-01-18T12:46:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:46
[ 2017-01-18T12:47:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:47
[ 2017-01-18T12:48:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:48
[ 2017-01-18T12:49:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:49
[ 2017-01-18T12:50:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:50
[ 2017-01-18T12:51:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:51
[ 2017-01-18T12:52:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:52
[ 2017-01-18T12:53:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:53
[ 2017-01-18T12:54:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:54
[ 2017-01-18T12:55:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:55
[ 2017-01-18T12:56:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:56
[ 2017-01-18T12:57:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:57
[ 2017-01-18T12:58:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:58
[ 2017-01-18T12:59:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 12:59
[ 2017-01-18T13:00:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:00
[ 2017-01-18T13:01:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:01
[ 2017-01-18T13:02:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:02
[ 2017-01-18T13:03:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:03
[ 2017-01-18T13:04:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:04
[ 2017-01-18T13:05:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:05
[ 2017-01-18T13:06:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 13:06
[ 2017-01-18T13:07:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
